MS,MS Name,CCI,Title,Fund,Objective,Initially planned EU amount,De-commitments (n+2/n+3),De-commitments at closure,Net planned EU amount,Cumulative pre-financing,Cumulative recovery of pre-financing (at closure),Cumulative net pre-financing,Cumulative interim payments,Cumulative recovery of expenses (at closure),Cumulative net interim payments,Closure payments,Total closure recoveries,Total net payments,EU payment rate compared to initial planned EU amount
DE,Deutschland,2007DE052PO010,Operationelles Programm ESF Saarland 2007-2013,ESF,Regional Competitiveness and Employment,"86,490,338.00",0,0,"86,490,338.00","6,486,775.35",0,"6,486,775.35","75,679,045.75",0,"75,679,045.75","4,324,516.90",0,"86,490,338.00",100
CB,EU cross-border cooperation,2007CB163PO047,"EU Programme for Cross Border Territorial Cooperation (INTERREG IV) 2007-2013 - Northern Ireland, the Border Region of Ireland and the West Coast of Scotland",ERDF,European Territorial Cooperation,"192,022,366.00",0,0,"192,022,366.00","14,401,677.45",0,"14,401,677.45","168,019,570.25",0,"168,019,570.25","9,601,118.30",0,"192,022,366.00",100
LT,Lietuva,2007LT051PO001,2007-2013 m. Žmogiškųjų išteklių plėtros veiksmų programa,ESF,Convergence,"957,512,796.00",0,0,"957,512,796.00","121,552,341.17",0,"121,552,341.17","788,084,815.03",0,"788,084,815.03","47,875,639.80",0,"957,512,796.00",100
ES,España,2007ES05UPO001,PO FSE ADAPTABILIDAD Y EMPLEO,ESF,Regional Competitiveness and Employment,"1,479,530,846.00",0,0,"1,479,530,846.00","106,689,392.25",0,"106,689,392.25","1,372,841,453.75",0,"1,372,841,453.75",0,0,"1,479,530,846.00",100
BE,Belgique-België,2007BE14FPO001,Operationeel programma in uitvoering van het nationaal strategisch plan voor de Belgische visserijsector 2007-2013,EFF,Non Convergence,"26,261,648.00",0,0,"26,261,648.00","3,676,630.00",0,"3,676,630.00","21,271,935.60",0,"21,271,935.60","273,305.03",0,"25,221,870.63",96.04
CB,EU cross-border cooperation,2007CB163PO060,Πρόγραμμα Ευρωπαϊκής Εδαφικής Συνεργασίας Ελλάδα – Ιταλία,ERDF,European Territorial Cooperation,"88,955,170.00","1,130,615.00",0,"87,824,555.00","6,671,637.75",0,"6,671,637.75","76,761,689.50",0,"76,761,689.50","4,391,227.75",0,"87,824,555.00",98.73
CB,EU cross-border cooperation,2007CB163PO018,Operationelles Programm zur grenzübergreifenden Zusammenarbeit Sachsen - Polen,ERDF,European Territorial Cooperation,"105,111,000.00",0,0,"105,111,000.00","9,459,990.00",0,"9,459,990.00","90,395,460.00",0,"90,395,460.00","5,255,550.00",0,"105,111,000.00",100
CZ,Ceska Republika,2007CZ16UPO001,OP Technická pomoc,ERDF,Regional Competitiveness and Employment,"2,844,888.00","514,291.00","150,603.20","2,179,993.80","355,325.58","157,922.48","197,403.10","1,824,668.22",0,"1,824,668.22",0,"157,922.48","2,022,071.32",71.08
SI,Slovenija,2007SI14FPO001,Operativni program za razvoj ribištva v Republiki Sloveniji 2007-2013,EFF,Convergence,"21,640,283.00",0,"1,082,014.15","20,558,268.85","3,029,639.62","575,572.85","2,454,066.77","17,528,629.23",0,"17,528,629.23",0,"575,572.85","19,982,696.00",92.34
DE,Deutschland,2007DE052PO007,Operationelles Programm ESF Niedersachsen (ohne Region Lüneburg) 2007-2013,ESF,Regional Competitiveness and Employment,"237,090,765.00",0,0,"237,090,765.00","17,781,807.38",0,"17,781,807.38","207,454,419.37",0,"207,454,419.37","11,854,538.25",0,"237,090,765.00",100
ES,España,2007ES052PO004,PO FSE ARAGÓN,ESF,Regional Competitiveness and Employment,"74,523,362.94","2,283,394.94",0.06,"72,239,967.94","5,589,252.23",0,"5,589,252.23","63,038,717.37",0,"63,038,717.37","3,611,998.40",0,"72,239,968.00",96.94
SE,Sverige,2007SE052PO001,Nationellt strukturfondsprogram för regional konkurrenskraft och sysselsättning (ESF),ESF,Regional Competitiveness and Employment,"691,551,158.00",0,"6,362,870.34","685,188,287.66","51,866,336.85",0,"51,866,336.85","605,107,263.25",0,"605,107,263.25","28,214,687.56",0,"685,188,287.66",99.08
LT,Lithuania,2007LT06RPO001,Rural Development Programme for Lithuania 2007-2013,EAFRD,,"1,765,794,093.00",0,"1,504,081.28","1,764,290,011.72","123,605,586.51",0,"123,605,586.51","1,553,898,801.84",0,"1,553,898,801.84","86,077,486.54",0,"1,763,581,874.89",99.87
ES,España,2007ES16UPO002,Programa Operativo de asistencia técnica y gobernanza,ERDF,Regional Competitiveness and Employment,"19,340,693.00",0,"1,301,326.64","18,039,366.36","1,450,551.98",0,"1,450,551.98","15,901,837.37",0,"15,901,837.37","686,977.01",0,"18,039,366.36",93.27
UK,United Kingdom,2007UK051PO001,Highlands and Islands of Scotland ESF phasing out Convergence programme,ESF,Convergence,"52,150,195.00",0,"2,607,509.75","49,542,685.25","3,911,264.63","1,125,856.06","2,785,408.57","45,631,420.62",0,"45,631,420.62",0,"1,125,856.06","48,416,829.19",92.84
BE,Belgique-België,2007BE052PO004,Programme opérationnel révisé 'Compétitivité régionale et emploi' de la Région de Bruxelles-Capitale : 'Emploi et cohésion sociale' - FSE,ESF,Regional Competitiveness and Employment,"28,877,623.99","61,513.99",0.01,"28,816,109.99","2,165,821.80",0,"2,165,821.80","25,209,482.70",0,"25,209,482.70","1,440,805.50",0,"28,816,110.00",99.79
RO,România,2007RO051PO002,Programul Operational Dezvoltarea Capacitatii Administrative,ESF,Convergence,"208,002,622.00",0,0,"208,002,622.00","27,040,340.86",0,"27,040,340.86","170,562,150.04",0,"170,562,150.04",0,0,"197,602,490.90",95
FI,Suomi/Finland,2007FI052PO002,Operativt program för Europeiska socialfonden på Åland för perioden 2007-2013,ESF,Regional Competitiveness and Employment,"3,125,552.00",0,"113,063.14","3,012,488.86","234,416.40",0,"234,416.40","2,734,858.00",0,"2,734,858.00","43,214.46",0,"3,012,488.86",96.38
FR,France,2007FR16UPO001,Europact,ERDF,Convergence,"11,270,459.00",0,0,"11,270,459.00","845,284.43",0,"845,284.43","9,658,624.55",0,"9,658,624.55","766,550.02",0,"11,270,459.00",100
ES,España,2007ES162PO009,Programa Operativo FEDER de Castilla y León,ERDF,Regional Competitiveness and Employment,"818,194,437.00",0,0,"818,194,437.00","61,364,582.78",0,"61,364,582.78","715,920,132.37",0,"715,920,132.37","40,909,721.85",0,"818,194,437.00",100
HR,Hrvatska,2013HR14FPO001,Operativni program za ribarstvo Republike Hrvatske za programsko razdoblje 2007.-2013.,EFF,Convergence,"8,700,000.00",0,"435,000.00","8,265,000.00","2,175,000.00","420,732.65","1,754,267.35","6,090,000.00",0,"6,090,000.00",0,"420,732.65","7,844,267.35",90.16
IT,Italia,2007IT161PO003,Pon Governance e AT FESR,ERDF,Convergence,"138,095,405.00",0,0,"138,095,405.00","10,357,155.38",0,"10,357,155.38","120,833,479.37",0,"120,833,479.37","3,348,658.96",0,"134,539,293.71",97.42
FI,Suomi/Finland,2007FI162PO005,Operativt program för Europeiska regionala utvecklingsfonden på Åland 2007-2013,ERDF,Regional Competitiveness and Employment,"3,125,552.00",0,"133,552.60","2,991,999.40","234,416.40",0,"234,416.40","2,734,858.00","1,103.84","2,733,754.16","22,725.00","1,103.84","2,990,895.56",95.69
FI,Suomi/Finland,2007FI162PO003,Länsi-Suomen EAKR-toimenpideohjelma 2007-2013,ERDF,Regional Competitiveness and Employment,"159,375,850.00",0,0,"159,375,850.00","11,953,188.75",0,"11,953,188.75","139,453,868.75",0,"139,453,868.75","7,968,792.50",0,"159,375,850.00",100
BG,Balgarija,2007BG051PO001,Operational Programme Human Resources Development,ESF,Convergence,"1,031,789,139.00",0,0,"1,031,789,139.00","92,861,022.51",0,"92,861,022.51","887,338,659.54",0,"887,338,659.54","51,589,456.95",0,"1,031,789,139.00",100
FR,France,2007FR052PO001,Programme opérationnel national FSE,ESF,Regional Competitiveness and Employment,"4,577,880,760.00",0,0,"4,577,880,760.00","337,092,298.13",0,"337,092,298.13","4,011,894,423.87",0,"4,011,894,423.87","228,894,038.00",0,"4,577,880,760.00",100
DE,Germany,2007DE06RPO010,Entwicklungsplan für den ländlichen Raum des Landes Hessen - EPLR 2007-2013,EAFRD,,"250,864,129.00",0,"347,804.33","250,516,324.67","17,560,489.03",0,"17,560,489.03","220,760,433.52",0,"220,760,433.52","12,195,402.12",0,"250,516,324.67",99.86
CB,EU cross-border cooperation,2007CB163PO061,Central Europe 2007-2013,ERDF,European Territorial Cooperation,"246,011,074.00",0,"12,300,553.70","233,710,520.30","22,140,996.66","1,892,144.83","20,248,851.83","211,569,523.64","41,796.78","211,527,726.86",0,"1,933,941.61","231,776,578.69",94.21
NL,Nederland,2007NL162PO002,Operationeel Programma West 2007-2013,ERDF,Regional Competitiveness and Employment,"310,600,000.00",0,0,"310,600,000.00","23,295,000.00",0,"23,295,000.00","271,775,000.00",0,"271,775,000.00","15,530,000.00",0,"310,600,000.00",100
UK,United Kingdom,2007UK162PO003,Northern Ireland ERDF Regional Competitiveness and Employment programme,ERDF,Regional Competitiveness and Employment,"282,833,439.00",0,0,"282,833,439.00","23,012,507.93",0,"23,012,507.93","245,679,259.12",0,"245,679,259.12","14,141,671.95",0,"282,833,439.00",100
FR,France,2007FR06RPO004,Programme de développement rural pour la Guyane,EAFRD,,"77,723,000.00",0,"3,886,150.00","73,836,850.00","5,356,610.00","2,774,456.58","2,582,153.42","68,480,240.00",0,"68,480,240.00",0,"2,774,456.58","71,062,393.42",91.43
PT,Portugal,2007PT16UPO001,PO Temático Valorização do Território 2007-2013,CF,Convergence,"3,059,965,525.00",0,0,"3,059,965,525.00","229,497,414.38",0,"229,497,414.38","2,677,469,834.37",0,"2,677,469,834.37","152,998,276.25",0,"3,059,965,525.00",100
MT,Malta,2007MT14FPO001,Malta's Fisheries Operational Programme version 4,EFF,Convergence,"8,372,329.00",0,1.16,"8,372,327.84","1,172,126.06",0,"1,172,126.06","6,781,586.49",0,"6,781,586.49","418,615.29",0,"8,372,327.84",100
PL,Poland,2007PL06RPO001,Rural Development Programme for 2007-2013,EAFRD,,"13,398,928,156.00",0,"15,300,002.47","13,383,628,153.53","937,924,970.92",0,"937,924,970.92","11,791,056,777.28",0,"11,791,056,777.28","654,646,405.33",0,"13,383,628,153.53",99.89
PL,Polska,2007PL161PO018,Regionalny Program Operacyjny Województwa Świętokrzyskiego,ERDF,Convergence,"769,528,014.00",0,0,"769,528,014.00","65,322,653.94",0,"65,322,653.94","665,728,959.36",0,"665,728,959.36","38,476,400.70",0,"769,528,014.00",100
AT,Österreich,2007AT14FPO001,Österreichisches Gemeinschaftsprogramm Europäischer Fischereifonds 2007-2013,EFF,Non Convergence,"5,071,992.00",0,"1,370.63","5,070,621.37","355,039.44",0,"355,039.44","4,495,111.67","44,440.00","4,450,671.67","220,470.26","44,440.00","5,026,181.37",99.1
RO,România,2007RO161PO003,Sectoral Operational Programme Transport,ERDF,Convergence,"1,149,332,210.00","107,595,668.00","16,105,055.89","1,025,631,486.11","116,039,898.90",0,"116,039,898.90","873,609,816.00",0,"873,609,816.00",0,0,"989,649,714.90",86.11
FR,France,2007FR14FPO001,programme opérationnel FEP 2007-2013,EFF,Convergence,"34,250,343.00","4,047,881.00",0,"30,202,462.00","4,795,048.00","2,948,463.97","1,846,584.03","25,407,414.00",0,"25,407,414.00",0,"2,948,463.97","27,253,998.03",79.57
IT,Italia,2007IT161PO010,Programma Operativo FESR Puglia 2007-2013,ERDF,Convergence,"2,619,021,978.00",0,0,"2,619,021,978.00","196,426,648.35",0,"196,426,648.35","2,291,644,230.75",0,"2,291,644,230.75","130,951,098.90",0,"2,619,021,978.00",100
FR,France,2007FR06RPO006,Programme de développement rural pour la Réunion,EAFRD,,"329,460,000.00",0,"16,473,000.00","312,987,000.00","23,062,200.00","4,156,408.11","18,905,791.89","289,924,800.00",0,"289,924,800.00",0,"4,156,408.11","308,830,591.89",93.74
IT,Italia,2007IT052PO001,"Por Abruzzo FSE 2007-2013, ob. CRO",ESF,Regional Competitiveness and Employment,"127,719,591.00",0,"6,385,979.55","121,333,611.45","9,578,969.33",0,"9,578,969.33","111,754,642.12","2,038,601.13","109,716,040.99",0,"2,038,601.13","119,295,010.32",93.4
PL,Polska,2007PL161PO013,Regionalny Program Operacyjny Województwa Podkarpackiego,ERDF,Convergence,"1,198,786,957.00",0,0,"1,198,786,957.00","102,267,704.07",0,"102,267,704.07","1,036,579,905.08",0,"1,036,579,905.08","59,939,347.85",0,"1,198,786,957.00",100
BG,Balgarija,2007BG051PO002,Operational Programme Administrative Capacity,ESF,Convergence,"153,670,724.21","5,721,801.21","1,633,949.28","146,314,973.72","13,830,365.16",0,"13,830,365.16","126,721,111.69",0,"126,721,111.69","5,763,496.66",0,"146,314,973.51",95.21
ES,España,2007ES16UPO002,Programa Operativo de asistencia técnica y gobernanza,ERDF,Convergence,"44,557,905.00",0,0,"44,557,905.00","3,341,842.87",0,"3,341,842.87","40,009,435.88",0,"40,009,435.88","1,206,626.25",0,"44,557,905.00",100
CZ,Ceska Republika,2007CZ161PO009,ROP NUTS II Střední Čechy,ERDF,Convergence,"571,717,102.00",0,0,"571,717,102.00","50,317,545.51",0,"50,317,545.51","492,813,701.39",0,"492,813,701.39","28,585,855.10",0,"571,717,102.00",100
PL,Polska,2007PL161PO001,"Program Operacyjny Innowacyjna Gospodarka, 2007-2013",ERDF,Convergence,"8,658,126,047.00",0,0,"8,658,126,047.00","742,939,675.20",0,"742,939,675.20","7,482,280,069.45",0,"7,482,280,069.45","432,906,302.35",0,"8,658,126,047.00",100
FR,France,2007FR16UPO001,Europact,ERDF,European Territorial Cooperation,"1,963,110.00",0,0,"1,963,110.00","147,233.25",0,"147,233.25","1,606,404.73",0,"1,606,404.73","209,472.02",0,"1,963,110.00",100
DE,Germany,2007DE06RPO007,Entwicklungsplan für den ländlichen Raum Brandenburgs und Berlins,EAFRD,,"1,139,633,414.00",0,"8,944,934.98","1,130,688,479.02","79,774,338.98",0,"79,774,338.98","1,002,877,404.32",0,"1,002,877,404.32","48,036,735.72",0,"1,130,688,479.02",99.22
ES,España,2007ES162PO003,Programa Operativo FEDER de Navarra,ERDF,Regional Competitiveness and Employment,"47,108,905.00",0,0,"47,108,905.00","3,533,167.88",0,"3,533,167.88","41,220,291.87",0,"41,220,291.87","2,355,445.25",0,"47,108,905.00",100
BG,Balgarija,2007BG161PO004,Operational Programme Transport 2007 - 2013,ERDF,Convergence,"368,809,731.00",0,"18,440,486.55","350,369,244.45","33,192,875.79","3,940,831.25","29,252,044.54","317,176,368.66",0,"317,176,368.66",0,"3,940,831.25","346,428,413.20",93.93
CB,EU cross-border cooperation,2007CB163PO070,Latvia - Lithuania Cross border cooperation programme,ERDF,European Territorial Cooperation,"63,917,517.00",0,"2,629,389.63","61,288,127.37","5,752,576.53",0,"5,752,576.53","54,969,064.62",0,"54,969,064.62","566,486.22",0,"61,288,127.37",95.89
CB,EU cross-border cooperation,2007CB163PO042,Programme opérationnel CTE Océan Indien,ERDF,European Territorial Cooperation,"35,446,560.00","115,692.00","834,477.71","34,496,390.29","2,658,492.00",0,"2,658,492.00","30,905,832.60",0,"30,905,832.60","932,065.69",0,"34,496,390.29",97.32
FR,France,2007FR162PO008,Programme opérationnel FEDER CHAMPAGNE-ARDENNE,ERDF,Regional Competitiveness and Employment,"185,580,603.00",0,0,"185,580,603.00","13,918,545.23",0,"13,918,545.23","162,383,027.62",0,"162,383,027.62","9,279,030.15",0,"185,580,603.00",100
ES,España,2007ES052PO010,P.O. FSE PAIS VASCO,ESF,Regional Competitiveness and Employment,"61,104,788.00",0,0,"61,104,788.00","4,582,859.10",0,"4,582,859.10","53,466,689.50",0,"53,466,689.50","3,055,239.40",0,"61,104,788.00",100
RO,România,2007RO161PO001,Regional Operational Programme,ERDF,Convergence,"3,966,021,762.00",0,"257,812,458.61","3,708,209,303.39","335,341,958.58",0,"335,341,958.58","3,372,867,344.81",0,"3,372,867,344.81",0,0,"3,708,209,303.39",93.5
AT,Österreich,2007AT051PO001,OP Burgenland 2007-2013: Ziel Konvergenz/Phasing Out / ESF,ESF,Convergence,"52,140,000.00",0,0,"52,140,000.00","3,910,500.00",0,"3,910,500.00","45,622,500.00",0,"45,622,500.00","2,607,000.00",0,"52,140,000.00",100
CB,EU cross-border cooperation,2007CB163PO049,EU Programme for Peace and Reconciliation (PEACE III) - Northern Ireland and the Border Region of Ireland,ERDF,European Territorial Cooperation,"224,845,648.00",0,"2,065,484.68","222,780,163.32","16,863,423.60",0,"16,863,423.60","196,739,942.00",0,"196,739,942.00","9,176,797.72",0,"222,780,163.32",99.08
FR,France,2007FR162PO025,Programme opérationnel plurirégional FEDER MASSIF CENTRAL,ERDF,Regional Competitiveness and Employment,"40,571,457.00",0,"1,696,406.18","38,875,050.82","3,042,859.28",0,"3,042,859.28","35,500,024.87",0,"35,500,024.87","332,166.67",0,"38,875,050.82",95.82
DE,Deutschland,2007DE052PO011,Operationelles Programm ESF Schleswig-Holstein 2007-2013,ESF,Regional Competitiveness and Employment,"100,011,739.00",0,0,"100,011,739.00","7,500,880.43",0,"7,500,880.43","87,510,271.62",0,"87,510,271.62","5,000,586.95",0,"100,011,739.00",100
SE,Sverige,2007SE162PO005,Stockholm,ERDF,Regional Competitiveness and Employment,"37,571,270.00",0,"190,956.30","37,380,313.70","2,817,845.25",0,"2,817,845.25","32,874,861.25",0,"32,874,861.25","1,687,607.20",0,"37,380,313.70",99.49
CZ,Ceska Republika,2007CZ16UPO002,Integrovaný operační program,ERDF,Regional Competitiveness and Employment,"27,665,621.00","3,864,287.00","958,511.99","22,842,822.01","2,644,154.82",0,"2,644,154.82","20,198,667.19",0,"20,198,667.19",0,0,"22,842,822.01",82.57
HU,Magyarország,2007HU05UPO001,Operational Programme for Social Renewal,ESF,Regional Competitiveness and Employment,"442,940,441.12","4,384,432.12",0,"438,556,009.00","57,692,513.97",0,"57,692,513.97","380,863,495.91",0,"380,863,495.91",0,0,"438,556,009.88",99.01
FI,Suomi/Finland,2007FI162PO002,Pohjois-Suomen EAKR-toimenpideohjelma 2007-2013,ERDF,Regional Competitiveness and Employment,"311,273,152.00",0,0,"311,273,152.00","23,345,486.40",0,"23,345,486.40","272,364,008.00",0,"272,364,008.00","15,563,657.60",0,"311,273,152.00",100
DE,Deutschland,2007DE162PO006,Operationelles Programm EFRE Bremen 2007 - 2013,ERDF,Regional Competitiveness and Employment,"142,006,631.00",0,0,"142,006,631.00","10,650,497.33",0,"10,650,497.33","124,255,802.12",0,"124,255,802.12","7,100,331.55",0,"142,006,631.00",100
UK,United Kingdom,2007UK05UPO001,"England and Gibraltar ESF Convergence, Competitiveness and Employment Programme",ESF,Regional Competitiveness and Employment,"2,893,452,439.00",0,"143,727,146.26","2,749,725,292.74","217,008,932.93","141,969,132.69","75,039,800.24","2,532,716,359.81","12,447,223.71","2,520,269,136.10",0,"154,416,356.40","2,595,308,936.34",89.7
ES,España,2007ES14FPO001,Programa Operativo Español del Fondo Europeo de la Pesca 2007-2013,EFF,Non Convergence,"186,198,467.00",0,"3,003,347.71","183,195,119.29","26,067,784.00","13,492,666.15","12,575,117.85","157,127,335.29",0,"157,127,335.29",0,"13,492,666.15","169,702,453.14",91.14
SE,Sverige,2007SE162PO007,Mellersta Norrland,ERDF,Regional Competitiveness and Employment,"176,617,833.00",0,"8,183,186.47","168,434,646.53","13,246,337.48",0,"13,246,337.48","154,540,603.87",0,"154,540,603.87","647,705.18",0,"168,434,646.53",95.37
DE,Deutschland,2007DE05UPO001,Operationelles Programm ESF Bund 2007-2013,ESF,Convergence,"1,325,569,051.00",0,0,"1,325,569,051.00","99,417,678.83",0,"99,417,678.83","1,217,067,124.83",0,"1,217,067,124.83","9,084,247.34",0,"1,325,569,051.00",100
UK,United Kingdom,2007UK162PO012,East Wales ERDF Regional competitiveness and Employment programme,ERDF,Regional Competitiveness and Employment,"72,451,721.00",0,0,"72,451,721.00","5,433,879.08",0,"5,433,879.08","63,395,255.87",0,"63,395,255.87","3,622,586.05",0,"72,451,721.00",100
CB,EU cross-border cooperation,2007CB163PO029,Transnational Cooperation ATLANTIC AREA 2007-2013,ERDF,European Territorial Cooperation,"104,051,233.00",0,"3,647,164.45","100,404,068.55","7,803,842.48",0,"7,803,842.48","91,044,828.87",0,"91,044,828.87","1,555,397.20",0,"100,404,068.55",96.49
SK,Slovenska Republica,2007SK161PO007,OP Technical Assistance,ERDF,Convergence,"97,601,421.00",0,"4,880,071.05","92,721,349.95","8,784,127.89","3,412,264.06","5,371,863.83","83,937,222.06","17,867,219.96","66,070,002.10",0,"21,279,484.02","71,441,865.93",73.2
CB,EU cross-border cooperation,2007CB163PO006,Programa Operativo FEDER Cooperación Transfronteriza España-Francia,ERDF,European Territorial Cooperation,"168,641,485.00",0,0,"168,641,485.00","12,648,111.38",0,"12,648,111.38","147,561,299.37",0,"147,561,299.37","8,432,074.25",0,"168,641,485.00",100
SK,Slovenska Republica,2007SK14FPO001,Operačný program Rybné hospodárstvo SR 2007 - 2013,EFF,Convergence,"12,681,459.00","380,125.00","457,859.61","11,843,474.39","1,775,404.26","1,739,949.92","35,454.34","10,068,070.13",0,"10,068,070.13",0,"1,739,949.92","10,103,524.47",79.67
DE,Deutschland,2007DE14FPO001,Operationelles Programm EFF 2007-2013 Bundesrepublik Deutschland,EFF,Non Convergence,"59,004,177.00","15,626,320.00","1,643,339.67","41,734,517.33","8,260,584.78","6,961,589.38","1,298,995.40","33,473,932.55",0,"33,473,932.55",0,"6,961,589.38","34,772,927.95",58.93
SE,Sverige,2007SE14FPO001,Fiskerinäringen i Sverige 2007 - 2013,EFF,Non Convergence,"54,664,803.00","26,546.00","2,845,176.35","51,793,080.65","3,826,536.00","3,826,536.00",0,"47,966,544.65","41,072.97","47,925,471.68",0,"3,867,608.97","47,925,471.68",87.67
LT,Lietuva,2007LT161PO002,2007-2013 m. Ekonomikos augimo veiksmų programa,CF,Convergence,"1,138,564,563.00",0,0,"1,138,564,563.00","141,536,424.13",0,"141,536,424.13","940,099,910.72",0,"940,099,910.72","56,928,228.15",0,"1,138,564,563.00",100
DE,Deutschland,2007DE162PO001,Operationelles Programm EFRE Bayern 2007 - 2013,ERDF,Regional Competitiveness and Employment,"575,934,188.00",0,0,"575,934,188.00","43,195,064.10",0,"43,195,064.10","503,942,414.50",0,"503,942,414.50","28,796,709.40",0,"575,934,188.00",100
DE,Deutschland,2007DE051PO003,Operationelles Programm ESF Niedersachsen - Region Lüneburg 2007-2013,ESF,Convergence,"210,010,942.00",0,"2,779,917.22","207,231,024.78","15,750,820.65",0,"15,750,820.65","183,759,574.25",0,"183,759,574.25","7,720,629.88",0,"207,231,024.78",98.68
ES,España,2007ES052PO005,PO FSE BALEARES,ESF,Regional Competitiveness and Employment,"35,732,057.19","13,242,146.19",0.81,"22,489,910.19","2,904,904.35",0,"2,904,904.35","14,426,324.92",0,"14,426,324.92","5,158,681.73",0,"22,489,911.00",62.94
IT,Italia,2007IT051PO004,Programma Operativo F.S.E. 2007 - 2013,ESF,Convergence,"128,946,235.00",0,0,"128,946,235.00","9,670,967.63",0,"9,670,967.63","112,827,955.62",0,"112,827,955.62","6,447,311.75",0,"128,946,235.00",100
IT,Italia,2007IT161PO001,"Poin Attrattori culturali, naturali e turismo",ERDF,Convergence,"507,842,268.00","38,400,296.00",0,"469,441,972.00","38,668,193.03",0,"38,668,193.03","407,301,680.37",0,"407,301,680.37","23,472,098.60",0,"469,441,972.00",92.44
CB,EU cross-border cooperation,2007CB163PO023,INTERREG IVA Programm Deutschland-Niederlande,ERDF,European Territorial Cooperation,"138,653,853.00",0,0,"138,653,853.00","10,399,038.98",0,"10,399,038.98","121,322,121.37",0,"121,322,121.37","6,932,692.65",0,"138,653,853.00",100
IT,Italia,2007IT052PO009,Por P.A. Bolzano FSE,ESF,Regional Competitiveness and Employment,"60,098,500.70","9,407,096.70","15,179,138.05","35,512,265.95","4,555,886.93",0,"4,555,886.93","25,092,943.51",0,"25,092,943.51","5,863,435.81",0,"35,512,266.25",59.09
UK,United Kingdom,2007UK06RPO004,Wales Rural Development Programme 2007-2013,EAFRD,,"378,377,887.00",0,"18,918,894.35","359,458,992.65","23,047,431.26","7,064,644.27","15,982,786.99","336,411,561.39","251,436.94","336,160,124.45",0,"7,316,081.21","352,142,911.44",93.07
IT,Italia,2007IT162PO012,POR Toscana CReO(vers.n.7-Settembre2015),ERDF,Regional Competitiveness and Employment,"338,466,574.00",0,0,"338,466,574.00","25,384,993.05",0,"25,384,993.05","296,158,252.25",0,"296,158,252.25","16,923,328.70",0,"338,466,574.00",100
DE,Deutschland,2007DE162PO002,Operationelles Programm EFRE Saarland 2007 - 2013,ERDF,Regional Competitiveness and Employment,"197,512,437.00","6,911,999.00","9,529,071.90","181,071,366.10","14,813,432.78","72,153.04","14,741,279.74","166,257,933.32","25,490.00","166,232,443.32",0,"97,643.04","180,973,723.06",91.63
FR,France,2007FR162PO021,Programme opérationnel FEDER MIDI-PYRENEES,ERDF,Regional Competitiveness and Employment,"430,023,629.00",0,0,"430,023,629.00","32,251,772.18",0,"32,251,772.18","376,270,675.37",0,"376,270,675.37","21,501,181.45",0,"430,023,629.00",100
GR,Greece,2007GR06RPO001,RDP 2007-13 Greece,EAFRD,,"3,906,228,423.62","91,676,817.62","184,157,308.21","3,630,394,297.79","273,435,989.68","200,118,629.75","73,317,359.93","3,350,388,036.38","1,771,342.16","3,348,616,694.22",0,"201,889,971.91","3,421,934,054.15",87.6
SK,Slovenska Republica,2007SK16UPO001,OP Research and Development,ERDF,Convergence,"883,000,000.00",0,"20,606,445.48","862,393,554.52","79,470,000.00",0,"79,470,000.00","752,631,777.99",0,"752,631,777.99",0,0,"832,101,777.99",94.24
BE,Belgique-België,2007BE051PO001,Programme opérationnel 'Convergence' Hainaut - FSE,ESF,Convergence,"189,096,619.00",0,0,"189,096,619.00","14,182,246.43",0,"14,182,246.43","165,459,541.62",0,"165,459,541.62","9,454,830.95",0,"189,096,619.00",100
CB,EU cross-border cooperation,2007CB163PO043,Programme opérationnel CTE Caraïbes,ERDF,European Territorial Cooperation,"47,882,110.00","2,597,194.00",0,"45,284,916.00","3,591,158.25",0,"3,591,158.25","39,429,511.95",0,"39,429,511.95","2,264,245.80",0,"45,284,916.00",94.58
AT,Österreich,2007AT162PO005,OP Kärnten 2007-2013: Ziel Regionale Wettbewerbsfähigkeit & Beschäftigung / EFRE,ERDF,Regional Competitiveness and Employment,"67,388,430.00","2,438,367.00","1,624,788.82","63,325,274.18","5,054,132.25",0,"5,054,132.25","56,648,427.60",0,"56,648,427.60","1,355,044.33",0,"63,057,604.18",93.57
PT,Portugal,2007PT16UPO002,PO Assistência Técnica FEDER,ERDF,Convergence,"67,675,717.00",0,0,"67,675,717.00","6,147,375.98",0,"6,147,375.98","57,973,944.12",0,"57,973,944.12","3,554,396.90",0,"67,675,717.00",100
CB,EU cross-border cooperation,2007CB163PO034,PO Italia-Francia Alpi (ALCOTRA) - Riprogrammazione finanziaria ottobre 2011,ERDF,European Territorial Cooperation,"149,687,345.00",0,"3,120,471.39","146,566,873.61","11,226,550.88",0,"11,226,550.88","130,976,426.87",0,"130,976,426.87","4,363,895.86",0,"146,566,873.61",97.92
LV,Latvija,2007LV161PO002,Infrastructure and Services,CF,Convergence,"1,539,776,553.00",0,0,"1,539,776,553.00","192,472,069.12",0,"192,472,069.12","1,270,315,656.23",0,"1,270,315,656.23","76,988,827.65",0,"1,539,776,553.00",100
DE,Germany,2007DE06RPO015,Nordrhein-Westfalen Programm Ländlicher Raum 2007 - 2013,EAFRD,,"369,082,959.00",0,"1,220,187.53","367,862,771.47","25,835,807.13",0,"25,835,807.13","324,793,003.90",0,"324,793,003.90","17,233,960.44",0,"367,862,771.47",99.67
